Organism,Year,Antibiotic,Antibiotic_Class,Resistant,Susceptible,Intermediate,Total_Tested,Resistance_Rate_%,Sufficient_Data
Haemophilus influenzae,2006,Tigecycline,Tetracyclines,0,51,0,51,0.0,YES
Haemophilus influenzae,2006,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2006,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2007,Ceftriaxone,Cephalosporins,0,94,0,94,0.0,YES
Haemophilus influenzae,2007,Meropenem,Carbapenems,0,93,0,93,0.0,YES
Haemophilus influenzae,2007,Levofloxacin,Fluoroquinolones,0,94,0,94,0.0,YES
Haemophilus influenzae,2007,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2007,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2007,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2007,Piperacillin tazobactam,Penicillins,0,94,0,94,0.0,YES
Haemophilus influenzae,2007,Tigecycline,Tetracyclines,0,94,0,94,0.0,YES
Haemophilus influenzae,2007,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2007,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2008,Ceftriaxone,Cephalosporins,0,79,0,79,0.0,YES
Haemophilus influenzae,2008,Meropenem,Carbapenems,0,79,0,79,0.0,YES
Haemophilus influenzae,2008,Levofloxacin,Fluoroquinolones,0,79,0,79,0.0,YES
Haemophilus influenzae,2008,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2008,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2008,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2008,Piperacillin tazobactam,Penicillins,4,75,0,79,5.06,YES
Haemophilus influenzae,2008,Tigecycline,Tetracyclines,0,79,0,79,0.0,YES
Haemophilus influenzae,2008,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2008,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2009,Ceftriaxone,Cephalosporins,0,91,0,91,0.0,YES
Haemophilus influenzae,2009,Meropenem,Carbapenems,0,91,0,91,0.0,YES
Haemophilus influenzae,2009,Levofloxacin,Fluoroquinolones,0,91,0,91,0.0,YES
Haemophilus influenzae,2009,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2009,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2009,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2009,Piperacillin tazobactam,Penicillins,1,90,0,91,1.1,YES
Haemophilus influenzae,2009,Tigecycline,Tetracyclines,0,91,0,91,0.0,YES
Haemophilus influenzae,2009,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2009,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2010,Ceftriaxone,Cephalosporins,0,69,0,69,0.0,YES
Haemophilus influenzae,2010,Meropenem,Carbapenems,0,68,1,69,0.0,YES
Haemophilus influenzae,2010,Levofloxacin,Fluoroquinolones,0,69,0,69,0.0,YES
Haemophilus influenzae,2010,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2010,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2010,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2010,Piperacillin tazobactam,Penicillins,0,69,0,69,0.0,YES
Haemophilus influenzae,2010,Tigecycline,Tetracyclines,0,69,0,69,0.0,YES
Haemophilus influenzae,2010,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2010,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2011,Ceftriaxone,Cephalosporins,0,63,0,63,0.0,YES
Haemophilus influenzae,2011,Meropenem,Carbapenems,0,63,0,63,0.0,YES
Haemophilus influenzae,2011,Levofloxacin,Fluoroquinolones,0,63,0,63,0.0,YES
Haemophilus influenzae,2011,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2011,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2011,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2011,Piperacillin tazobactam,Penicillins,0,63,0,63,0.0,YES
Haemophilus influenzae,2011,Tigecycline,Tetracyclines,0,63,0,63,0.0,YES
Haemophilus influenzae,2011,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2011,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2012,Ceftriaxone,Cephalosporins,0,43,0,43,0.0,YES
Haemophilus influenzae,2012,Meropenem,Carbapenems,0,43,0,43,0.0,YES
Haemophilus influenzae,2012,Levofloxacin,Fluoroquinolones,0,43,0,43,0.0,YES
Haemophilus influenzae,2012,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2012,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2012,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2012,Piperacillin tazobactam,Penicillins,0,43,0,43,0.0,YES
Haemophilus influenzae,2012,Tigecycline,Tetracyclines,0,43,0,43,0.0,YES
Haemophilus influenzae,2012,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2012,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2013,Ceftriaxone,Cephalosporins,0,81,0,81,0.0,YES
Haemophilus influenzae,2013,Meropenem,Carbapenems,0,81,0,81,0.0,YES
Haemophilus influenzae,2013,Levofloxacin,Fluoroquinolones,0,81,0,81,0.0,YES
Haemophilus influenzae,2013,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2013,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2013,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2013,Piperacillin tazobactam,Penicillins,0,81,0,81,0.0,YES
Haemophilus influenzae,2013,Tigecycline,Tetracyclines,0,81,0,81,0.0,YES
Haemophilus influenzae,2013,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2013,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2014,Ceftriaxone,Cephalosporins,0,68,0,68,0.0,YES
Haemophilus influenzae,2014,Meropenem,Carbapenems,0,68,0,68,0.0,YES
Haemophilus influenzae,2014,Levofloxacin,Fluoroquinolones,0,68,0,68,0.0,YES
Haemophilus influenzae,2014,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2014,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2014,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2014,Piperacillin tazobactam,Penicillins,0,68,0,68,0.0,YES
Haemophilus influenzae,2014,Tigecycline,Tetracyclines,0,68,0,68,0.0,YES
Haemophilus influenzae,2014,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2014,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2015,Ceftriaxone,Cephalosporins,0,74,0,74,0.0,YES
Haemophilus influenzae,2015,Meropenem,Carbapenems,0,74,0,74,0.0,YES
Haemophilus influenzae,2015,Levofloxacin,Fluoroquinolones,0,72,2,74,0.0,YES
Haemophilus influenzae,2015,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2015,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2015,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2015,Piperacillin tazobactam,Penicillins,0,74,0,74,0.0,YES
Haemophilus influenzae,2015,Tigecycline,Tetracyclines,0,74,0,74,0.0,YES
Haemophilus influenzae,2015,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2015,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2016,Ceftriaxone,Cephalosporins,0,82,0,82,0.0,YES
Haemophilus influenzae,2016,Meropenem,Carbapenems,0,82,0,82,0.0,YES
Haemophilus influenzae,2016,Levofloxacin,Fluoroquinolones,0,82,0,82,0.0,YES
Haemophilus influenzae,2016,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2016,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2016,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2016,Piperacillin tazobactam,Penicillins,0,82,0,82,0.0,YES
Haemophilus influenzae,2016,Tigecycline,Tetracyclines,0,82,0,82,0.0,YES
Haemophilus influenzae,2016,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2016,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2017,Ceftriaxone,Cephalosporins,0,55,0,55,0.0,YES
Haemophilus influenzae,2017,Meropenem,Carbapenems,0,55,0,55,0.0,YES
Haemophilus influenzae,2017,Levofloxacin,Fluoroquinolones,0,55,0,55,0.0,YES
Haemophilus influenzae,2017,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2017,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2017,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2017,Piperacillin tazobactam,Penicillins,0,55,0,55,0.0,YES
Haemophilus influenzae,2017,Tigecycline,Tetracyclines,0,55,0,55,0.0,YES
Haemophilus influenzae,2017,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2017,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2018,Ceftriaxone,Cephalosporins,0,70,0,70,0.0,YES
Haemophilus influenzae,2018,Meropenem,Carbapenems,0,70,0,70,0.0,YES
Haemophilus influenzae,2018,Levofloxacin,Fluoroquinolones,0,69,1,70,0.0,YES
Haemophilus influenzae,2018,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2018,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2018,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2018,Piperacillin tazobactam,Penicillins,1,69,0,70,1.43,YES
Haemophilus influenzae,2018,Tigecycline,Tetracyclines,0,70,0,70,0.0,YES
Haemophilus influenzae,2018,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2018,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2019,Ceftriaxone,Cephalosporins,0,68,0,68,0.0,YES
Haemophilus influenzae,2019,Meropenem,Carbapenems,0,68,0,68,0.0,YES
Haemophilus influenzae,2019,Levofloxacin,Fluoroquinolones,0,68,0,68,0.0,YES
Haemophilus influenzae,2019,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2019,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2019,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2019,Piperacillin tazobactam,Penicillins,0,68,0,68,0.0,YES
Haemophilus influenzae,2019,Tigecycline,Tetracyclines,0,68,0,68,0.0,YES
Haemophilus influenzae,2019,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2019,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2020,Ceftriaxone,Cephalosporins,0,57,0,57,0.0,YES
Haemophilus influenzae,2020,Meropenem,Carbapenems,0,56,1,57,0.0,YES
Haemophilus influenzae,2020,Levofloxacin,Fluoroquinolones,0,55,2,57,0.0,YES
Haemophilus influenzae,2020,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2020,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2020,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2020,Piperacillin tazobactam,Penicillins,0,57,0,57,0.0,YES
Haemophilus influenzae,2020,Tigecycline,Tetracyclines,0,57,0,57,0.0,YES
Haemophilus influenzae,2020,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2020,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2021,Ceftriaxone,Cephalosporins,0,29,0,29,0.0,YES
Haemophilus influenzae,2021,Meropenem,Carbapenems,0,29,0,29,0.0,YES
Haemophilus influenzae,2021,Levofloxacin,Fluoroquinolones,0,28,1,29,0.0,YES
Haemophilus influenzae,2021,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2021,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2021,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2021,Piperacillin tazobactam,Penicillins,0,29,0,29,0.0,YES
Haemophilus influenzae,2021,Tigecycline,Tetracyclines,0,29,0,29,0.0,YES
Haemophilus influenzae,2021,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2021,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2022,Ceftriaxone,Cephalosporins,0,17,0,17,0.0,YES
Haemophilus influenzae,2022,Meropenem,Carbapenems,0,17,0,17,0.0,YES
Haemophilus influenzae,2022,Levofloxacin,Fluoroquinolones,0,17,0,17,0.0,YES
Haemophilus influenzae,2022,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2022,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2022,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2022,Piperacillin tazobactam,Penicillins,0,17,0,17,0.0,YES
Haemophilus influenzae,2022,Tigecycline,Tetracyclines,0,17,0,17,0.0,YES
Haemophilus influenzae,2022,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2022,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2023,Ceftriaxone,Cephalosporins,0,56,0,56,0.0,YES
Haemophilus influenzae,2023,Meropenem,Carbapenems,0,56,0,56,0.0,YES
Haemophilus influenzae,2023,Levofloxacin,Fluoroquinolones,0,54,2,56,0.0,YES
Haemophilus influenzae,2023,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2023,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2023,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2023,Piperacillin tazobactam,Penicillins,0,56,0,56,0.0,YES
Haemophilus influenzae,2023,Tigecycline,Tetracyclines,0,56,0,56,0.0,YES
Haemophilus influenzae,2023,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2023,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2024,Ceftriaxone,Cephalosporins,0,63,0,63,0.0,YES
Haemophilus influenzae,2024,Meropenem,Carbapenems,0,63,0,63,0.0,YES
Haemophilus influenzae,2024,Levofloxacin,Fluoroquinolones,0,63,0,63,0.0,YES
Haemophilus influenzae,2024,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2024,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2024,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2024,Piperacillin tazobactam,Penicillins,0,63,0,63,0.0,YES
Haemophilus influenzae,2024,Tigecycline,Tetracyclines,0,61,2,63,0.0,YES
Haemophilus influenzae,2024,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2024,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2004,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2004,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2004,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2004,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2004,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2004,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2004,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2004,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2004,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2004,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2005,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2005,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2005,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2005,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2005,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2005,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2005,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2005,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2005,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2005,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2006,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2006,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2006,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2006,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2006,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2006,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2006,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2006,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2006,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2006,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2007,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2007,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2007,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2007,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2007,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2007,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2007,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2007,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2007,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2007,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2008,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2008,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2008,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2008,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2008,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2008,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2008,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2008,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2008,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2008,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2009,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2009,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2009,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2009,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2009,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2009,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2009,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2009,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2009,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2009,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2010,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2010,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2010,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2010,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2010,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2010,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2010,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2010,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2010,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2010,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2011,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2011,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2011,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2011,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2011,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2011,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2011,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2011,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2011,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2011,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2012,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2012,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2012,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2012,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2012,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2012,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2012,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2012,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2012,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2012,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2013,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2013,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2013,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2013,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2013,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2013,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2013,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2013,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2013,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2013,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2014,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2014,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2014,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2014,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2014,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2014,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2014,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2014,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2014,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2014,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2015,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2015,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2015,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2015,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2015,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2015,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2015,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2015,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2015,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2015,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2016,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2016,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2016,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2016,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2016,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2016,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2016,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2016,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2016,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2016,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2017,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2017,Meropenem,Carbapenems,0,0,0,0,,NO
Salmonella spp,2017,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Salmonella spp,2017,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2017,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2017,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2017,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2017,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2017,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Salmonella spp,2017,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2018,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2018,Meropenem,Carbapenems,0,1,0,1,,NO
Salmonella spp,2018,Levofloxacin,Fluoroquinolones,0,0,1,1,,NO
Salmonella spp,2018,Amikacin,Aminoglycosides,0,0,0,0,,NO
Salmonella spp,2018,Vancomycin,Glycopeptides,0,0,0,0,,NO
Salmonella spp,2018,Colistin,Polymyxins,0,0,0,0,,NO
Salmonella spp,2018,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Salmonella spp,2018,Tigecycline,Tetracyclines,0,0,0,0,,NO
Salmonella spp,2018,Trimethoprim sulfa,Trimethoprim,0,1,0,1,,NO
Salmonella spp,2018,Linezolid,Oxazolidinones,0,0,0,0,,NO
Salmonella spp,2019,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Salmonella spp,2019,Meropenem,Carbapenems,0,3,0,3,,NO
Salmonella spp,2019,Levofloxacin,Fluoroquinolones,0,0,3,3,,NO
Salmonella spp,2019,Amikacin,Aminoglycosides,0,0,0,0,,NO
